Ponto de Venda,Data,Origem / mídia da sessão,Campanha da sessão,Sessões,Transações,Receita,Origem Agrupada
Site,26/06/2025,google-play / organic,(not set),833,49,7167.549999,Outros Canais
Site,19/11/2025,google-play / organic,(not set),833,70,10837.95,Outros Canais
Site,28/02/2025,google / cpc,Guanabara-Search-Marca,831,23,4652.149992,Outros Canais
Site,21/11/2025,google-play / organic,(not set),831,69,15128.390008,Outros Canais
Site,01/12/2025,google-play / organic,(not set),831,35,8689.260014,Outros Canais
Site,21/01/2026,google-play / organic,(not set),831,53,13098.629976,Outros Canais
Site,13/02/2025,google / cpc,P.Max-Geral-Brasil,828,12,2202.599996,Outros Canais
Site,16/03/2026,google-play / organic,(not set),828,71,9402.850013,Outros Canais
Site,04/02/2025,google / cpc,P.Max-Geral-Brasil,827,22,5063.340001,Outros Canais
Site,29/10/2025,CRM,3049349496601898134,826,8,1402.7200010000001,CRM
Site,14/01/2026,google-play / organic,(not set),826,73,13000.320002,Outros Canais
Site,27/02/2026,google / cpc,Guanabara-DemandGen-Rmkt-Search-Checkout,826,48,4955.729988,Outros Canais
Site,28/03/2026,google-play / organic,(not set),826,55,9622.669996999999,Outros Canais
Site,17/03/2026,CRM,1403175277518578278,825,9,1343.760006,CRM
Site,01/02/2025,google / cpc,P.Max-Geral-Brasil,824,28,3877.199998,Outros Canais
Site,17/02/2025,google / cpc,P.Max-Geral-Brasil,824,21,3541.8499950000005,Outros Canais
Site,15/06/2025,google-play / organic,(not set),824,42,5860.650004,Outros Canais
Site,12/03/2026,CRM,3177212080586547841,824,11,998.410012,CRM
Site,06/04/2025,google / cpc,Guanabara-Search-Marca,823,25,3358.6400040000003,Outros Canais
Site,03/12/2025,CRM,5408477189284124786,823,26,6894.019993,CRM
Site,13/03/2026,google / cpc,DemandGen-NovosCompradores,823,21,3360.0300020000004,Outros Canais
Site,18/05/2025,google / cpc,Guanabara-Search-Marca,822,26,2527.3700019999997,Outros Canais
Site,25/11/2025,google-play / organic,(not set),822,66,16345.010008000001,Outros Canais
Site,30/01/2026,google / cpc,PerformanceMax-Regiao-Nordeste(SemBahia),822,32,4132.960002,Outros Canais
Site,30/03/2026,google / cpc,Guanabara-DemandGen-Rmkt-Search-Checkout,820,36,4885.499995,Outros Canais
Site,22/01/2026,google-play / organic,(not set),819,71,9829.239986,Outros Canais
Site,11/04/2026,google-play / organic,(not set),818,84,14342.340032,Outros Canais
Site,31/01/2026,google / cpc,Guanabara-DemandGen-Rmkt-Search-Checkout,817,40,5510.2000020000005,Outros Canais
Site,14/02/2025,google / cpc,P.Max-Geral-Brasil,816,28,6707.129987,Outros Canais
Site,08/07/2025,google-play / organic,(not set),816,42,9538.030013,Outros Canais
Site,02/12/2025,CRM,870660566481785026,816,3,263.909997,CRM
Site,04/01/2025,google / cpc,P.Max-Geral-Brasil,815,33,5272.290010000001,Outros Canais
Site,10/01/2026,google-play / organic,(not set),815,46,6172.660004,Outros Canais
Site,21/01/2025,CRM,196737150013932329,814,5,1065.889997,CRM
Site,12/02/2025,google / cpc,P.Max-Geral-Brasil,814,18,5156.550001,Outros Canais
Site,28/04/2025,google-play / organic,(not set),814,17,2801.560006,Outros Canais
Site,12/06/2025,google-play / organic,(not set),812,49,11687.629997000002,Outros Canais
Site,29/03/2026,google-play / organic,(not set),812,59,8984.490018,Outros Canais
Site,22/06/2025,google-play / organic,(not set),811,51,11003.500012,Outros Canais
Site,24/04/2026,google-play / organic,(not set),811,58,9144.049997999999,Outros Canais
Site,12/04/2026,google-play / organic,(not set),808,50,7049.720002,Outros Canais
Site,09/05/2026,google-play / organic,(not set),808,87,9944.499992000001,Outros Canais
Site,24/03/2025,google / cpc,Guanabara-Search-Marca,807,18,2721.769995,Outros Canais
Site,27/04/2025,google-play / organic,(not set),807,5,881.109998,Outros Canais
Site,24/06/2025,google-play / organic,(not set),807,36,6564.889992,Outros Canais
Site,23/04/2026,google-play / organic,(not set),806,56,7025.280009,Outros Canais
Site,28/02/2026,CRM,301071794484189880,805,19,3279.380011,CRM
Site,26/11/2025,google-play / organic,(not set),804,45,7322.63,Outros Canais
Site,12/02/2026,google / cpc,Guanabara-DemandGen-Rmkt-Search-Checkout,804,56,7506.519994,Outros Canais
Site,24/05/2025,google / cpc,Guanabara-Search-Marca,803,16,2008.1599990000002,Outros Canais
Site,11/02/2025,google / cpc,P.Max-Geral-Brasil,802,26,5571.359990999999,Outros Canais
Site,18/02/2025,google / cpc,P.Max-Geral-Brasil,802,22,3576.5499950000003,Outros Canais
Site,01/03/2025,google / cpc,P.Max-Geral-Brasil,802,26,4811.810009000001,Outros Canais
Site,26/04/2025,google-play / organic,(not set),802,15,2954.290003,Outros Canais
Site,25/06/2025,google-play / organic,(not set),802,30,4875.010006,Outros Canais
Site,26/02/2026,Insider,20260223_inapp_cupom_idaevolta10_generico,802,123,15538.469996,CRM
Site,24/11/2025,CRM,8706587697932534864,801,23,5879.150012,CRM
Site,06/03/2026,CRM,8863034281499357331,801,11,2138.420011,CRM
Site,23/03/2026,google / cpc,P.Max-Geral-Brasil,800,54,6001.109997999999,Outros Canais
Site,21/02/2025,google / cpc,P.Max-Geral-Brasil,799,31,4874.5799879999995,Outros Canais
Site,14/06/2025,google-play / organic,(not set),799,42,6117.470014,Outros Canais
Site,13/02/2026,CRM,3546565601156649384,799,6,1180.01,CRM
Site,08/05/2025,google-play / organic,(not set),798,15,1712.780005,Outros Canais
Site,09/02/2026,google / cpc,Guanabara-DemandGen-Rmkt-Search-Checkout,798,41,4925.880013,Outros Canais
Site,19/06/2025,google-play / organic,(not set),797,29,5405.139988,Outros Canais
Site,05/05/2025,google-play / organic,(not set),796,16,2941.799993,Outros Canais
Site,10/05/2026,CRM,2312832437635769756,796,13,3246.7000009999997,CRM
Site,03/01/2025,google / cpc,Guanabara-Search-Marca,795,44,6719.660012,Outros Canais
Site,25/02/2025,google / cpc,P.Max-Geral-Brasil,794,27,4144.68002,Outros Canais
Site,12/05/2025,google / cpc,Guanabara-Search-Marca,794,21,4130.220008,Outros Canais
Site,04/04/2026,google-play / organic,(not set),794,66,10718.509989,Outros Canais
Site,21/06/2025,google-play / organic,(not set),792,30,8438.729991,Outros Canais
Site,07/05/2025,google / cpc,Guanabara-Search-Marca,791,21,3381.430003,Outros Canais
Site,23/12/2025,CRM,8463724184158222223,791,7,1718.5699960000002,CRM
Site,11/12/2025,CRM,7344717551499268034,790,8,1554.33,CRM
Site,12/03/2026,Insider,20260223_inapp_cupom_idaevolta10_consumidor,790,101,17570.589989,CRM
Site,19/02/2025,google / cpc,P.Max-Geral-Brasil,789,26,6435.059994,Outros Canais
Site,26/03/2025,google / cpc,Guanabara-Search-Marca,789,18,2226.2500069999996,Outros Canais
Site,16/05/2025,google / cpc,Guanabara-Search-Marca,789,18,2094.359998,Outros Canais
Site,31/12/2025,google-play / organic,(not set),789,45,8640.959982,Outros Canais
Site,01/04/2025,google / cpc,Guanabara-Search-Marca,788,13,2367.7200119999998,Outros Canais
Site,23/06/2025,google-play / organic,(not set),788,38,7484.14998,Outros Canais
Site,20/01/2026,google-play / organic,(not set),787,43,7074.539993,Outros Canais
Site,02/02/2026,google / cpc,Guanabara-DemandGen-Rmkt-Search-Checkout,787,35,4896.960026999999,Outros Canais
Site,12/02/2026,CRM,6870048328475178563,787,24,5398.379998,CRM
Site,30/06/2025,google-play / organic,(not set),786,33,6607.619971,Outros Canais
Site,28/03/2026,google / cpc,Guanabara-DemandGen-Rmkt-Search-Checkout,786,46,4569.100005000001,Outros Canais
Site,23/04/2026,CRM,8852575176689989393,786,14,1234.7099990000002,CRM
Site,04/05/2025,google-play / organic,(not set),785,11,1960.169989,Outros Canais
Site,03/02/2026,google / cpc,PerformanceMax-Regiao-Nordeste(SemBahia),785,31,2506.9500080000003,Outros Canais
Site,14/03/2026,Insider,20260223_inapp_cupom_idaevolta10_consumidor,785,111,17896.46,CRM
Site,03/07/2025,google-play / organic,(not set),784,60,15484.099991,Outros Canais
Site,17/12/2025,google-play / organic,(not set),784,54,10436.300033,Outros Canais
Site,07/02/2026,CRM,8502985258934663897,784,14,2325.309994,CRM
Site,04/02/2026,google / cpc,PerformanceMax-Regiao-Nordeste(SemBahia),782,35,4093.310016,Outros Canais
Site,21/03/2025,google / cpc,Guanabara-Search-Marca,781,15,2295.4099989999995,Outros Canais
Site,11/01/2026,google-play / organic,(not set),781,60,10783.660004,Outros Canais
Site,02/12/2025,google-play / organic,(not set),780,44,10466.650011,Outros Canais
Site,09/03/2026,CRM,7301918455585165667,780,9,1742.270003,CRM
Site,10/05/2026,google-play / organic,(not set),780,65,7932.589976,Outros Canais
Site,16/12/2025,CRM,4227438476748996847,779,5,796.759991,CRM
Site,02/05/2025,google-play / organic,(not set),778,15,2314.949992,Outros Canais
Site,29/04/2025,google-play / organic,(not set),777,17,2915.189997,Outros Canais
Site,10/11/2025,google-play / organic,(not set),777,35,7425.620008,Outros Canais
Site,14/11/2025,google-play / organic,(not set),777,58,8325.659998,Outros Canais
Site,22/01/2026,CRM,4685722798961503971,777,1,425.980001,CRM
Site,18/04/2026,google-play / organic,(not set),777,57,8159.789994000001,Outros Canais
Site,02/06/2025,google-play / organic,(not set),776,30,6060.310007,Outros Canais
Site,06/11/2025,google-play / organic,(not set),776,31,9797.494997,Outros Canais
Site,19/01/2026,google-play / organic,(not set),775,70,15383.340028000002,Outros Canais
Site,27/02/2026,google / cpc,DemandGen-NovosCompradores,775,25,2736.7799979999995,Outros Canais
Site,10/04/2026,CRM,6643222819727300649,775,14,2344.759991,CRM
Site,03/05/2025,google / cpc,Guanabara-Search-Marca,774,15,2762.029997,Outros Canais
Site,23/11/2025,google-play / organic,(not set),772,67,12750.359973,Outros Canais
Site,14/05/2026,CRM,2594453536221361103,772,8,1008.820006,CRM
Site,04/03/2025,google / cpc,P.Max-Geral-Brasil,770,17,3013.1000059999997,Outros Canais
Site,05/07/2025,google / cpc,Performance -Guanabara-App-Engagement-ROAS,770,3,338.310002,Outros Canais
Site,26/01/2025,google / cpc,P.Max-Geral-Brasil,769,31,6755.610001,Outros Canais
Site,27/03/2025,google / cpc,Guanabara-Search-Marca,769,22,2407.089991,Outros Canais
Site,14/05/2025,google / cpc,Guanabara-Search-Marca,769,16,4534.500005,Outros Canais
Site,27/06/2025,google-play / organic,(not set),769,36,5929.729998999999,Outros Canais
Site,12/11/2025,google-play / organic,(not set),769,42,7316.579999,Outros Canais
Site,04/05/2026,CRM,5432564994181724935,769,10,768.090007,CRM
Site,21/03/2026,google / cpc,P.Max-Geral-Brasil,768,82,9060.909985,Outros Canais
Site,01/02/2026,google / cpc,Guanabara-DemandGen-Rmkt-Search-Checkout,767,40,2560.659995,Outros Canais
Site,11/11/2025,google-play / organic,(not set),766,51,11901.750013,Outros Canais
Site,02/05/2026,google-play / organic,(not set),766,44,11935.440009,Outros Canais
Site,30/03/2026,CRM,2338027660603445235,765,15,1981.6599919999999,CRM
Site,06/03/2025,google / cpc,P.Max-Geral-Brasil,764,35,7171.189989,Outros Canais
Site,31/03/2025,google / cpc,Guanabara-Search-Marca,764,10,967.239993,Outros Canais
Site,06/02/2026,google / cpc,Guanabara-DemandGen-Rmkt-Search-Checkout,764,54,8448.279954,Outros Canais
Site,20/02/2026,google / cpc,Guanabara-DemandGen-Rmkt-Search-Checkout,764,41,3116.0400130000003,Outros Canais
Site,26/02/2026,CRM,1362056289059163753,764,14,1471.6800010000002,CRM
Site,05/01/2025,google / cpc,P.Max-Geral-Brasil,763,32,8717.970003,Outros Canais
Site,19/04/2026,google-play / organic,(not set),763,59,7894.239992,Outros Canais
Site,18/12/2025,CRM,5222566904277207541,762,14,1766.770003,CRM
Site,07/08/2025,CRM,3940324164675530465,761,10,1036.769987,CRM
Site,04/02/2026,CRM,1509680521932498804,761,9,1432.570004,CRM
Site,14/02/2026,CRM,4804723148563721994,761,7,622.750007,CRM
Site,05/02/2026,CRM,2116520016668188228,760,25,2766.1599969999997,CRM
Site,10/05/2025,google / cpc,Guanabara-Search-Marca,759,15,1698.719992,Outros Canais
Site,12/05/2025,google-play / organic,(not set),759,23,4031.810005,Outros Canais
Site,19/01/2025,google / cpc,P.Max-Geral-Brasil,758,27,5092.700015,Outros Canais
Site,08/06/2025,google-play / organic,(not set),758,61,11375.890004,Outros Canais
Site,10/07/2025,google-play / organic,(not set),757,43,9761.399998,Outros Canais
Site,19/11/2025,CRM,6687955212497489915,756,19,2200.449999,CRM
Site,18/02/2026,CRM,5219102795550248647,756,8,2164.039994,CRM
Site,10/01/2025,google / cpc,P.Max-Geral-Brasil,755,17,4401.379999000001,Outros Canais
Site,28/02/2026,google / cpc,DemandGen-NovosCompradores,755,39,3427.150006,Outros Canais
Site,04/06/2025,google-play / organic,(not set),754,32,7768.890016,Outros Canais
Site,07/07/2025,google-play / organic,(not set),754,36,6939.819987999999,Outros Canais
Site,28/02/2026,Insider,20260223_inapp_cupom_idaevolta10_generico,754,94,14354.999985999999,CRM
Site,03/07/2025,google / cpc,Performance -Guanabara-App-Engagement-ROAS,753,8,934.2900050000001,Outros Canais
Site,09/02/2025,google / cpc,P.Max-Geral-Brasil,752,23,3277.499997,Outros Canais
Site,04/02/2026,google / cpc,Guanabara-DemandGen-Rmkt-Search-Checkout,752,48,5459.720009000001,Outros Canais
Site,09/07/2025,google-play / organic,(not set),751,31,9499.889989,Outros Canais
Site,05/06/2025,google-play / organic,(not set),750,27,5520.860008,Outros Canais
Site,08/12/2025,google-play / organic,(not set),750,52,9400.869981,Outros Canais
Site,22/12/2025,CRM,8100327605340255802,750,11,2530.990002,CRM
Site,10/03/2026,CRM,7987725444463867287,749,9,937.280005,CRM
Site,01/07/2025,google-play / organic,(not set),748,30,8969.960009,Outros Canais
Site,06/08/2025,CRM,5617184990970886294,748,18,2698.1800089999997,CRM
Site,31/01/2026,google / cpc,PerformanceMax-Regiao-Nordeste(SemBahia),748,32,4478.249989,Outros Canais
Site,18/03/2026,CRM,3182368463964755003,748,14,2170.050016,CRM
Site,25/04/2026,google-play / organic,(not set),747,52,8244.46,Outros Canais
Site,08/02/2025,google / cpc,P.Max-Geral-Brasil,746,19,5157.729995000001,Outros Canais
Site,14/03/2026,google / cpc,DemandGen-NovosCompradores,746,29,4602.969988000001,Outros Canais
Site,25/03/2025,google / cpc,Guanabara-Search-Marca,745,16,2845.139996,Outros Canais
Site,01/05/2025,google-play / organic,(not set),745,10,2083.8700040000003,Outros Canais
Site,23/01/2026,google-play / organic,(not set),744,80,16353.979985,Outros Canais
Site,09/01/2025,google / cpc,P.Max-Geral-Brasil,743,27,7276.209988,Outros Canais
Site,12/05/2026,CRM,4451579744102233326,743,11,1037.250011,CRM
Site,13/02/2026,google-play / organic,(not set),742,30,4468.47001,Outros Canais
Site,28/03/2025,google / cpc,Guanabara-Search-Marca,741,12,961.55,Outros Canais
Site,19/05/2025,google / cpc,Guanabara-Search-Marca,741,18,1814.979996,Outros Canais
Site,27/11/2025,CRM,6379277109437067304,741,5,1204.749994,CRM
Site,10/02/2026,google / cpc,Guanabara-DemandGen-Rmkt-Search-Checkout,741,26,2550.1099959999997,Outros Canais
Site,25/02/2026,Insider,20260223_inapp_cupom_idaevolta10_generico,741,92,17395.759999,CRM
Site,11/07/2025,google-play / organic,(not set),740,41,8788.049996,Outros Canais
Site,02/03/2026,google / cpc,PerformanceMax-Regiao-Sudeste,740,30,3942.9200079999996,Outros Canais
Site,16/03/2026,CRM,1280567197528263996,740,14,1417.48,CRM
Site,07/06/2025,google-play / organic,(not set),738,54,9240.859984,Outros Canais
Site,22/02/2026,CRM,647355901226963155,738,10,1244.209989,CRM
Site,30/01/2026,google / cpc,P.Max-Geral-Brasil,737,48,6404.429999,Outros Canais
Site,08/01/2025,google / cpc,P.Max-Geral-Brasil,735,37,11843.990009000001,Outros Canais
Site,08/03/2026,CRM,7371644876101519661,735,8,1405.0800060000001,CRM
Site,27/02/2025,google / cpc,Guanabara-Search-Marca,734,18,4134.970009,Outros Canais
Site,26/04/2026,google-play / organic,(not set),734,52,6354.659986,Outros Canais
Site,07/05/2025,google-play / organic,(not set),733,11,2390.72,Outros Canais
Site,02/02/2025,google / cpc,P.Max-Geral-Brasil,732,28,4748.339996000001,Outros Canais
Site,08/02/2026,google / cpc,Guanabara-DemandGen-Rmkt-Search-Checkout,732,60,9712.120018,Outros Canais
Site,05/05/2026,CRM,54021302850957102,732,15,1683.550009,CRM
Site,28/01/2025,google / cpc,P.Max-Geral-Brasil,731,20,4026.549997,Outros Canais
Site,04/12/2025,google-play / organic,(not set),731,54,9447.280005,Outros Canais
Site,02/04/2026,google / cpc,Guanabara-DemandGen-Rmkt-Search-Checkout,731,43,4183.690009,Outros Canais
Site,13/05/2026,CRM,76825277681770375,731,10,1178.510005,CRM
Site,23/01/2025,google / cpc,Guanabara-Search-Marca,730,33,4696.619994,Outros Canais
Site,09/05/2025,google-play / organic,(not set),730,15,2397.409992,Outros Canais
Site,29/01/2026,CRM,5961683909828553995,730,11,3097.8799999999997,CRM
Site,31/01/2026,Insider,20260129_guanabara_insider_inapp_idaevolta10,730,91,18349.749997000003,CRM
Site,01/04/2026,CRM,2334558476373055666,730,25,3340.170008,CRM
Site,12/03/2025,google / cpc,Guanabara-Search-Marca,727,13,3789.1400009999993,Outros Canais
Site,02/01/2025,google / cpc,Guanabara-Search-Marca,726,21,3804.560008,Outros Canais
Site,20/01/2025,google / cpc,Guanabara-Search-Marca,726,26,3883.5399939999993,Outros Canais
Site,25/06/2025,google / cpc,Performance -Guanabara-App-Android-Install,726,17,3003.4299930000006,Outros Canais
Site,04/07/2025,google-play / organic,(not set),726,27,6327.869993,Outros Canais
Site,19/03/2025,google / cpc,Guanabara-Search-Marca,725,16,3254.650013,Outros Canais
Site,06/01/2025,CRM,928861723795753011,724,5,1729.929996,CRM
Site,12/10/2025,CRM,2225954391330586861,724,13,2169.839992,CRM
Site,28/01/2026,CRM,732245754496832131,724,10,2401.839996,CRM
Site,01/02/2026,google / cpc,Conversao_Carnaval26_Youtube,723,37,4806.350001,Outros Canais
Site,21/04/2026,CRM,8120714224373138650,723,6,1807.820006,CRM
Site,16/11/2025,google-play / organic,(not set),722,63,14815.390003,Outros Canais
Site,03/12/2025,google-play / organic,(not set),722,60,9638.245021,Outros Canais
Site,18/01/2026,google-play / organic,(not set),722,32,5127.989982,Outros Canais
